;CountryCode;EVTOL;HOTOL;NAPTOL;ORATOL;EVIG;HOIG;NAPIG;ORAIG
;GBE;1993;03;28;00:59:59;1993;10;24;01:59:59
;GBE;1994;03;27;00:59:59;1994;10;23;01:59:59
;GBE;1995;03;26;00:59:59;1995;10;22;01:59:59
;GBE;1996;03;31;00:59:59;1996;10;27;01:59:59
;GBE;1997;03;30;00:59:59;1997;10;26;01:59:59
;GBE;1998;03;29;00:59:59;1998;10;25;01:59:59
;GBE;1999;03;28;00:59:59;1999;10;31;01:59:59
;GBE;2000;03;26;00:59:59;2000;10;29;01:59:59
;GBE;2001;03;25;00:59:59;2001;10;28;01:59:59
;GBE;2002;03;31;00:59:59;2002;10;27;01:59:59
;GBE;2003;03;30;00:59:59;2003;10;26;01:59:59
;GBE;2004;03;28;00:59:59;2004;10;31;01:59:59
;GBE;2005;03;27;00:59:59;2005;10;30;01:59:59
;GBE;2006;03;26;00:59:59;2006;10;29;01:59:59
;GBE;2007;03;25;00:59:59;2007;10;28;01:59:59
;GBE;2008;03;30;00:59:59;2008;10;26;01:59:59
;GBE;2009;03;29;00:59:59;2009;10;25;01:59:59
;GBE;2010;03;28;00:59:59;2010;10;31;01:59:59
;GBE;2011;03;27;00:59:59;2011;10;30;01:59:59
;GBE;2012;03;25;00:59:59;2012;10;28;01:59:59
;GBE;2013;03;31;00:59:59;2013;10;27;01:59:59
;GBE;2014;03;30;00:59:59;2014;10;26;01:59:59
;GBE;2015;03;29;00:59:59;2015;10;25;01:59:59
;GBE;2016;03;27;00:59:59;2016;10;30;01:59:59
;GBE;2017;03;26;00:59:59;2017;10;29;01:59:59
;GBE;2018;03;25;00:59:59;2018;10;28;01:59:59
;GBE;2019;03;31;00:59:59;2019;10;27;01:59:59
;GCA;1973;11;24;23:59:59;1974;02;23;23:59:59
;GCA;1983;05;20;23:59:59;1983;09;21;23:59:59
;GCA;1991;03;22;23:59:59;1991;09;6;23:59:59
;GCA;2006;04;29;23:59:59;2006;09;30;23:59:59
;GR;1932;07;6;23:59:59;1932;08;31;23:59:59
;GR;1941;04;6;23:59:59;1942;11;2;02:59:59
;GR;1943;03;29;23:59:59;1943;10;3;23:59:59
;GR;1952;06;30;23:59:59;1952;11;1;23:59:59
;GR;1975;04;11;23:59:59;1975;11;26;00:59:59
;GR;1976;04;11;01:59:59;1976;10;10;02:59:59
;GR;1977;04;3;01:59:59;1977;09;26;02:59:59
;GR;1978;04;2;01:59:59;1978;09;24;03:59:59
;GR;1979;04;1;08:59:59;1979;09;29;01:59:59
;GR;1980;03;31;23:59:59;1980;09;27;23:59:59
;GR;1981;03;29;02:59:59;1981;09;27;03:59:59
;GR;1982;03;28;02:59:59;1982;09;26;03:59:59
;GR;1983;03;27;02:59:59;1983;09;25;03:59:59
;GR;1984;03;25;02:59:59;1984;09;30;03:59:59
;GR;1985;03;31;02:59:59;1985;09;29;03:59:59
;GR;1986;03;30;02:59:59;1986;09;28;03:59:59
;GR;1987;03;29;02:59:59;1987;09;27;03:59:59
;GR;1988;03;27;02:59:59;1988;09;25;03:59:59
;GR;1989;03;26;02:59:59;1989;09;24;03:59:59
;GR;1990;03;25;02:59:59;1990;09;30;03:59:59
;GR;1991;03;31;02:59:59;1991;09;29;03:59:59
;GR;1992;03;29;02:59:59;1992;09;27;03:59:59
;GR;1993;03;28;02:59:59;1993;09;26;03:59:59
;GR;1994;03;27;02:59:59;1994;09;25;03:59:59
;GR;1995;03;26;02:59:59;1995;09;24;03:59:59
;GR;1996;03;31;02:59:59;1996;10;27;03:59:59
;GR;1997;03;30;02:59:59;1997;10;26;03:59:59
;GR;1998;03;29;02:59:59;1998;10;25;03:59:59
;GR;1999;03;28;02:59:59;1999;10;31;03:59:59
;GR;2000;03;26;02:59:59;2000;10;29;03:59:59
;GR;2001;03;25;02:59:59;2001;10;28;03:59:59
;GR;2002;03;31;02:59:59;2002;10;27;03:59:59
;GR;2003;03;30;02:59:59;2003;10;26;03:59:59
;GR;2004;03;28;02:59:59;2004;10;31;03:59:59
;GR;2005;03;27;02:59:59;2005;10;30;03:59:59
;GR;2006;03;26;02:59:59;2006;10;29;03:59:59
;GR;2007;03;25;02:59:59;2007;10;28;03:59:59
;GR;2008;03;30;02:59:59;2008;10;26;03:59:59
;GR;2009;03;29;02:59:59;2009;10;25;03:59:59
;GR;2010;03;28;02:59:59;2010;10;31;03:59:59
;GR;2011;03;27;02:59:59;2011;10;30;03:59:59
;GR;2012;03;25;02:59:59;2012;10;28;03:59:59
;GR;2013;03;31;02:59:59;2013;10;27;03:59:59
;GR;2014;03;30;02:59:59;2014;10;26;03:59:59
;GR;2015;03;29;02:59:59;2015;10;25;03:59:59
;GR;2016;03;27;02:59:59;2016;10;30;03:59:59
;GR;2017;03;26;02:59:59;2017;10;29;03:59:59
;GR;2018;03;25;02:59:59;2018;10;28;03:59:59
;GR;2019;03;31;02:59:59;2019;10;27;03:59:59
;GRG;1981;03;31;23:59:59;1981;09;30;23:59:59
;GRG;1982;03;31;23:59:59;1982;09;30;23:59:59
;GRG;1983;03;31;23:59:59;1983;09;30;23:59:59
;GRG;1984;03;31;23:59:59;1984;09;30;02:59:59
;GRG;1985;03;31;01:59:59;1985;09;29;02:59:59
;GRG;1986;03;30;01:59:59;1986;09;28;02:59:59
;GRG;1987;03;29;01:59:59;1987;09;27;02:59:59
;GRG;1988;03;27;01:59:59;1988;09;25;02:59:59
;GRG;1989;03;26;01:59:59;1989;09;24;02:59:59
;GRG;1990;03;25;01:59:59;1990;09;30;02:59:59
;GRG;1991;09;29;02:59:59;1992;03;28;23:59:59
;GRG;1992;09;26;23:59:59;1993;03;27;23:59:59
;GRG;1993;09;25;23:59:59;1994;03;26;23:59:59
;GRG;1995;03;25;23:59:59;1995;09;23;23:59:59
;GRG;1996;03;30;23:59:59;1997;10;25;23:59:59
;GRG;1998;03;28;23:59:59;1998;10;24;23:59:59
;GRG;1999;03;27;23:59:59;1999;10;30;23:59:59
;GRG;2000;03;25;23:59:59;2000;10;28;23:59:59
;GRG;2001;03;24;23:59:59;2001;10;27;23:59:59
;GRG;2002;03;30;23:59:59;2002;10;26;23:59:59
;GRG;2003;03;29;23:59:59;2003;10;25;23:59:59
;GRG;2004;03;27;23:59:59;2004;10;31;02:59:59
;GRO;1980;04;6;01:59:59;1980;09;27;22:59:59
;GRO;1981;03;28;21:59:59;1981;09;26;22:59:59
;GRO;1982;03;27;21:59:59;1982;09;25;22:59:59
;GRO;1983;03;26;21:59:59;1983;09;24;22:59:59
;GRO;1984;03;24;21:59:59;1984;09;29;22:59:59
;GRO;1985;03;30;21:59:59;1985;09;28;22:59:59
;GRO;1986;03;29;21:59:59;1986;09;27;22:59:59
;GRO;1987;03;28;21:59:59;1987;09;26;22:59:59
;GRO;1988;03;26;21:59:59;1988;09;24;22:59:59
;GRO;1989;03;25;21:59:59;1989;09;23;22:59:59
;GRO;1990;03;24;21:59:59;1990;09;29;22:59:59
;GRO;1991;03;30;21:59:59;1991;09;28;22:59:59
;GRO;1992;03;28;21:59:59;1992;09;26;22:59:59
;GRO;1993;03;27;21:59:59;1993;09;25;22:59:59
;GRO;1994;03;26;21:59:59;1994;09;24;22:59:59
;GRO;1995;03;25;21:59:59;1995;09;23;22:59:59
;GRO;1996;03;30;21:59:59;1996;10;26;22:59:59
;GRO;1997;03;29;21:59:59;1997;10;25;22:59:59
;GRO;1998;03;28;21:59:59;1998;10;24;22:59:59
;GRO;1999;03;27;21:59:59;1999;10;30;22:59:59
;GRO;2000;03;25;21:59:59;2000;10;28;22:59:59
;GRO;2001;03;24;21:59:59;2001;10;27;22:59:59
;GRO;2002;03;30;21:59:59;2002;10;26;22:59:59
;GRO;2003;03;29;21:59:59;2003;10;25;22:59:59
;GRO;2004;03;27;21:59:59;2004;10;30;22:59:59
;GRO;2005;03;26;21:59:59;2005;10;29;22:59:59
;GRO;2006;03;25;21:59:59;2006;10;28;22:59:59
;GRO;2007;03;24;21:59:59;2007;10;27;22:59:59
;GRO;2008;03;29;21:59:59;2008;10;25;22:59:59
;GRO;2009;03;28;21:59:59;2009;10;24;22:59:59
;GRO;2010;03;27;21:59:59;2010;10;30;22:59:59
;GRO;2011;03;26;21:59:59;2011;10;29;22:59:59
;GRO;2012;03;24;21:59:59;2012;10;27;22:59:59
;GRO;2013;03;30;21:59:59;2013;10;26;22:59:59
;GRO;2014;03;29;21:59:59;2014;10;25;22:59:59
;GRO;2015;03;28;21:59:59;2015;10;24;22:59:59
;GRO;2016;03;26;21:59:59;2016;10;29;22:59:59
;GRO;2017;03;25;21:59:59;2017;10;28;22:59:59
;GRO;2018;03;24;21:59:59;2018;10;27;22:59:59
;GRO;2019;03;30;21:59:59;2019;10;26;22:59:59
;H;1916;04;30;22:59:59;1916;10;1;00:59:59
;H;1917;04;16;01:59:59;1917;09;17;02:59:59
;H;1918;04;1;02:59:59;1918;09;29;02:59:59
;H;1919;04;15;02:59:59;1919;09;15;02:59:59
;H;1920;04;5;02:59:59;1920;09;30;02:59:59
;H;1941;04;6;01:59:59;1942;11;2;02:59:59
;H;1943;03;29;01:59:59;1943;10;4;02:59:59
;H;1944;04;3;01:59:59;1944;10;2;02:59:59
;H;1945;05;1;22:59:59;1945;11;2;23:59:59
;H;1946;03;31;01:59:59;1946;10;6;02:59:59
;H;1947;04;6;01:59:59;1947;10;5;02:59:59
;H;1948;04;4;01:59:59;1948;10;3;02:59:59
;H;1949;04;10;01:59:59;1949;10;2;02:59:59
;H;1950;04;17;01:59:59;1950;10;23;02:59:59
;H;1954;05;22;23:59:59;1954;10;2;23:59:59
;H;1955;05;22;23:59:59;1955;10;2;23:59:59
;H;1956;06;2;23:59:59;1956;09;29;23:59:59
;H;1957;06;2;00:59:59;1957;09;29;02:59:59
;H;1980;04;6;00:59:59;1980;09;28;02:59:59
;H;1981;03;29;01:59:59;1981;09;27;02:59:59
;H;1982;03;28;01:59:59;1982;09;26;02:59:59
;H;1983;03;27;01:59:59;1983;09;25;02:59:59
;H;1984;03;25;01:59:59;1984;09;30;02:59:59
;H;1985;03;31;01:59:59;1985;09;29;02:59:59
;H;1986;03;30;01:59:59;1986;09;28;02:59:59
;H;1987;03;29;01:59:59;1987;09;27;02:59:59
;H;1988;03;27;01:59:59;1988;09;25;02:59:59
;H;1989;03;26;01:59:59;1989;09;24;02:59:59
;H;1990;03;25;01:59:59;1990;09;30;02:59:59
;H;1991;03;31;01:59:59;1991;09;29;02:59:59
;H;1992;03;29;01:59:59;1992;09;27;02:59:59
;H;1993;03;28;01:59:59;1993;09;26;02:59:59
;H;1994;03;27;01:59:59;1994;09;25;02:59:59
;H;1995;03;26;01:59:59;1995;09;24;02:59:59
;H;1996;03;31;01:59:59;1996;10;27;02:59:59
;H;1997;03;30;01:59:59;1997;10;26;02:59:59
;H;1998;03;29;01:59:59;1998;10;25;02:59:59
;H;1999;03;28;01:59:59;1999;10;31;02:59:59
;H;2000;03;26;01:59:59;2000;10;29;02:59:59
;H;2001;03;25;01:59:59;2001;10;28;02:59:59
;H;2002;03;31;01:59:59;2002;10;27;02:59:59
;H;2003;03;30;01:59:59;2003;10;26;02:59:59
;H;2004;03;28;01:59:59;2004;10;31;02:59:59
;H;2005;03;27;01:59:59;2005;10;30;02:59:59
;H;2006;03;26;01:59:59;2006;10;29;02:59:59
;H;2007;03;25;01:59:59;2007;10;28;02:59:59
;H;2008;03;30;01:59:59;2008;10;26;02:59:59
;H;2009;03;29;01:59:59;2009;10;25;02:59:59
;H;2010;03;28;01:59:59;2010;10;31;02:59:59
;H;2011;03;27;01:59:59;2011;10;30;02:59:59
;H;2012;03;25;01:59:59;2012;10;28;02:59:59
;H;2013;03;31;01:59:59;2013;10;27;02:59:59
;H;2014;03;30;01:59:59;2014;10;26;02:59:59
;H;2015;03;29;01:59:59;2015;10;25;02:59:59
;H;2016;03;27;01:59:59;2016;10;30;02:59:59
;H;2017;03;26;01:59:59;2017;10;29;02:59:59
;H;2018;03;25;01:59:59;2018;10;28;02:59:59
;H;2019;03;31;01:59:59;2019;10;27;02:59:59
;HKG;1946;04;20;03:29:59;1946;12;1;03:29:59
;HKG;1947;04;13;03:29:59;1947;12;30;03:29:59
;HKG;1948;05;2;03:29:59;1948;10;31;03:29:59
;HKG;1949;04;3;03:29:59;1949;10;30;03:29:59
;HKG;1950;04;2;03:29:59;1950;10;29;03:29:59
;HKG;1951;04;1;03:29:59;1951;10;28;03:29:59
;HKG;1952;04;6;03:29:59;1952;10;26;03:29:59
;HKG;1953;04;5;03:29:59;1953;11;1;03:29:59
;HKG;1954;03;21;03:29:59;1954;10;31;03:29:59
;HKG;1955;03;20;03:29:59;1955;11;6;03:29:59
;HKG;1956;03;18;03:29:59;1956;11;4;03:29:59
;HKG;1957;03;24;03:29:59;1957;11;3;03:29:59
;HKG;1958;03;23;03:29:59;1958;11;2;03:29:59
;HKG;1959;03;22;03:29:59;1959;11;1;03:29:59
;HKG;1960;03;20;03:29:59;1960;11;6;03:29:59
;HKG;1961;03;19;03:29:59;1961;11;5;03:29:59
;HKG;1962;03;18;03:29:59;1962;11;4;03:29:59
;HKG;1963;03;24;03:29:59;1963;11;3;03:29:59
;HKG;1964;03;22;03:29:59;1964;11;1;03:29:59
;HKG;1965;04;18;03:29:59;1965;10;17;03:29:59
;HKG;1966;04;17;03:29:59;1966;10;16;03:29:59
;HKG;1967;04;16;03:29:59;1967;10;22;03:29:59
;HKG;1968;04;21;03:29:59;1968;10;20;03:29:59
;HKG;1969;04;20;03:29:59;1969;10;19;03:29:59
;HKG;1970;04;19;03:29:59;1970;10;18;03:29:59
;HKG;1971;04;18;03:29:59;1971;10;17;03:29:59
;HKG;1972;04;16;03:29:59;1972;10;22;03:29:59
;HKG;1973;04;22;03:29:59;1973;10;21;03:29:59
;HKG;1974;04;21;03:29:59;1974;10;20;03:29:59
;HKG;1975;04;20;03:29:59;1975;10;19;03:29:59
;HKG;1976;04;18;03:29:59;1976;10;17;03:29:59
;HKG;1977;04;17;03:29:59;1977;10;16;03:29:59
;HKG;1979;05;13;03:29:59;1979;10;21;03:29:59
;HKG;1980;05;11;03:29:59;1980;10;19;03:29:59
;HON;1987;05;2;23:59:59;1987;09;26;23:59:59
;HON;1988;04;30;23:59:59;1988;09;24;23:59:59
;HON;2006;05;6;23:59:59;2006;08;6;23:59:59
;I;1916;06;3;23:59:59;1916;09;30;23:59:59
;I;1917;03;31;23:59:59;1917;09;29;23:59:59
;I;1918;03;9;23:59:59;1918;10;5;23:59:59
;I;1919;03;1;23:59:59;1919;10;3;23:59:59
;I;1920;03;20;23:59:59;1920;09;18;23:59:59
;I;1940;06;14;23:59:59;1942;11;2;02:59:59
;I;1943;03;29;01:59:59;1943;10;4;02:59:59
;I;1944;04;3;01:59:59;1944;09;17;00:59:59
;I;1945;04;2;01:59:59;1945;09;15;00:59:59
;I;1946;03;17;01:59:59;1946;10;6;02:59:59
;I;1947;03;15;23:59:59;1947;10;5;00:59:59
;I;1948;02;29;01:59:59;1948;10;3;02:59:59
;I;1966;05;21;23:59:59;1966;09;24;23:59:59
;I;1967;05;27;23:59:59;1967;09;23;23:59:59
;I;1968;05;25;23:59:59;1968;09;21;23:59:59
;I;1969;05;31;23:59:59;1969;09;27;23:59:59
;I;1970;05;30;23:59:59;1970;09;26;23:59:59
;I;1971;05;22;23:59:59;1971;09;26;00:59:59
;I;1972;05;27;23:59:59;1972;09;30;23:59:59
;I;1973;06;2;23:59:59;1973;09;29;23:59:59
;I;1974;05;25;23:59:59;1974;09;28;23:59:59
;I;1975;05;31;23:59:59;1975;09;28;00:59:59
;I;1976;05;29;23:59:59;1976;09;26;00:59:59
;I;1977;05;21;23:59:59;1977;09;25;00:59:59
;I;1978;05;27;23:59:59;1978;10;1;00:59:59
;I;1979;05;26;23:59:59;1979;09;30;00:59:59
;I;1980;04;6;01:59:59;1980;09;28;02:59:59
;I;1981;03;29;01:59:59;1981;09;27;02:59:59
;I;1982;03;28;01:59:59;1982;09;26;02:59:59
;I;1983;03;27;01:59:59;1983;09;25;02:59:59
;I;1984;03;25;01:59:59;1984;09;30;02:59:59
;I;1985;03;31;01:59:59;1985;09;29;02:59:59
;I;1986;03;30;01:59:59;1986;09;28;02:59:59
;I;1987;03;29;01:59:59;1987;09;27;02:59:59
;I;1988;03;27;01:59:59;1988;09;25;02:59:59
;I;1989;03;26;01:59:59;1989;09;24;02:59:59
;I;1990;03;25;01:59:59;1990;09;30;02:59:59
;I;1991;03;31;01:59:59;1991;09;29;02:59:59
;I;1992;03;29;01:59:59;1992;09;27;02:59:59
;I;1993;03;28;01:59:59;1993;09;26;02:59:59
;I;1994;03;27;01:59:59;1994;09;25;02:59:59
;I;1995;03;26;01:59:59;1995;09;24;02:59:59
;I;1996;03;31;01:59:59;1996;10;27;02:59:59
;I;1997;03;30;01:59:59;1997;10;26;02:59:59
;I;1998;03;29;01:59:59;1998;10;25;02:59:59
;I;1999;03;28;01:59:59;1999;10;31;02:59:59
;I;2000;03;26;01:59:59;2000;10;29;02:59:59
;I;2001;03;25;01:59:59;2001;10;28;02:59:59
;I;2002;03;31;01:59:59;2002;10;27;02:59:59
;I;2003;03;30;01:59:59;2003;10;26;02:59:59
;I;2004;03;28;01:59:59;2004;10;31;02:59:59
;I;2005;03;27;01:59:59;2005;10;30;02:59:59
;I;2006;03;26;01:59:59;2006;10;29;02:59:59
;I;2007;03;25;01:59:59;2007;10;28;02:59:59
;I;2008;03;30;01:59:59;2008;10;26;02:59:59
;I;2009;03;29;01:59:59;2009;10;25;02:59:59
;I;2010;03;28;01:59:59;2010;10;31;02:59:59
;I;2011;03;27;01:59:59;2011;10;30;02:59:59
;I;2012;03;25;01:59:59;2012;10;28;02:59:59
;I;2013;03;31;01:59:59;2013;10;27;02:59:59
;I;2014;03;30;01:59:59;2014;10;26;02:59:59
;I;2015;03;29;01:59:59;2015;10;25;02:59:59
;I;2016;03;27;01:59:59;2016;10;30;02:59:59
;I;2017;03;26;01:59:59;2017;10;29;02:59:59
;I;2018;03;25;01:59:59;2018;10;28;02:59:59
;I;2019;03;31;01:59:59;2019;10;27;02:59:59
;IL;1950;04;15;23:59:59;1950;09;15;02:59:59
;IL;1951;03;31;23:59:59;1951;11;11;02:59:59
;IL;1952;04;20;01:59:59;1952;10;19;02:59:59
;IL;1953;04;12;01:59:59;1953;09;13;02:59:59
;IL;1954;06;12;23:59:59;1954;09;11;23:59:59
;IL;1955;06;11;01:59:59;1955;09;10;23:59:59
;IL;1956;06;2;23:59:59;1956;09;30;02:59:59
;IL;1957;04;29;01:59:59;1957;09;21;23:59:59
;IL;1974;07;6;23:59:59;1974;10;12;23:59:59
;IL;1975;04;19;23:59:59;1975;08;30;23:59:59
;IL;1985;04;13;23:59:59;1985;09;14;23:59:59
;IL;1986;05;17;23:59:59;1986;09;6;23:59:59
;IL;1987;04;14;23:59:59;1987;09;12;23:59:59
;IL;1988;04;8;23:59:59;1988;09;3;23:59:59
;IL;1989;04;29;23:59:59;1989;09;2;23:59:59
;IL;1990;03;24;23:59:59;1990;08;25;23:59:59
;IL;1991;03;23;23:59:59;1991;08;31;23:59:59
;IL;1992;03;28;23:59:59;1992;09;5;23:59:59
;IL;1993;04;1;23:59:59;1993;09;4;23:59:59
;IL;1994;03;31;23:59:59;1994;08;27;23:59:59
;IL;1995;03;30;23:59:59;1995;09;2;23:59:59
;IL;1996;03;14;23:59:59;1996;09;15;23:59:59
;IL;1997;03;20;23:59:59;1997;09;13;23:59:59
;IL;1998;03;19;23:59:59;1998;09;5;23:59:59
;IL;1999;04;2;01:59:59;1999;09;3;01:59:59
;IL;2000;04;14;01:59:59;2000;10;6;00:59:59
;IL;2001;04;9;00:59:59;2001;09;24;00:59:59
;IL;2002;03;29;00:59:59;2002;10;7;00:59:59
;IL;2003;03;28;00:59:59;2003;10;3;00:59:59
;IL;2004;04;7;00:59:59;2004;09;22;00:59:59
;IL;2005;04;1;01:59:59;2005;10;9;01:59:59
;IL;2006;03;31;01:59:59;2006;10;1;01:59:59
;IL;2007;03;30;01:59:59;2007;09;16;01:59:59
;IL;2008;03;28;01:59:59;2008;10;5;01:59:59
;IL;2009;03;27;01:59:59;2009;09;27;01:59:59
;IL;2010;03;26;01:59:59;2010;09;12;01:59:59
;IL;2011;04;1;01:59:59;2011;10;2;01:59:59
;IL;2012;03;30;01:59:59;2012;09;23;01:59:59
;IL;2013;03;29;01:59:59;2013;09;8;01:59:59
;IL;2014;03;28;01:59:59;2014;09;28;01:59:59
;IL;2015;03;27;01:59:59;2015;09;20;01:59:59
;IL;2016;04;1;01:59:59;2016;10;9;01:59:59
;IL;2017;03;31;01:59:59;2017;09;24;01:59:59
;IL;2018;03;30;01:59:59;2018;09;16;01:59:59
;IL;2019;03;29;01:59:59;2019;10;6;01:59:59
;IR;1978;03;20;23:59:59;1978;10;20;23:59:59
;IR;1979;03;21;01:00:00;1979;09;18;23:00:00
;IR;1980;03;21;01:00:00;1980;09;22;23:00:00
;IR;1991;05;3;01:00:00;1991;09;21;23:00:00
;IR;1992;03;22;01:00:00;1992;09;21;23:00:00
;IR;1993;03;22;01:00:00;1993;09;21;23:00:00
;IR;1994;03;22;01:00:00;1994;09;21;23:00:00
;IR;1995;03;22;01:00:00;1995;09;21;23:00:00
;IR;1996;03;21;01:00:00;1996;09;20;23:00:00
;IR;1997;03;22;01:00:00;1997;09;21;23:00:00
;IR;1998;03;22;01:00:00;1998;09;21;23:00:00
;IR;1999;03;22;01:00:00;1999;09;21;23:00:00
;IR;2000;03;21;01:00:00;2000;09;20;23:00:00
;IR;2001;03;22;01:00:00;2001;09;21;23:00:00
;IR;2002;03;22;01:00:00;2002;09;21;23:00:00
;IR;2003;03;22;01:00:00;2003;09;21;23:00:00
;IR;2004;03;21;01:00:00;2004;09;20;23:00:00
;IR;2005;03;22;01:00:00;2005;09;21;23:00:00
;IR;2008;03;21;01:00:00;2008;09;20;23:00:00
;IR;2009;03;22;01:00:00;2009;09;21;23:00:00
;IR;2010;03;22;01:00:00;2010;09;21;23:00:00
;IR;2011;03;22;01:00:00;2011;09;21;23:00:00
;IR;2012;03;21;01:00:00;2012;09;20;23:00:00
;IR;2013;03;22;01:00:00;2013;09;21;23:00:00
;IR;2014;03;22;01:00:00;2014;09;21;23:00:00
;IR;2015;03;22;01:00:00;2015;09;21;23:00:00
;IR;2016;03;21;01:00:00;2016;09;20;23:00:00
;IR;2017;03;22;01:00:00;2017;09;21;23:00:00
;IR;2018;03;22;01:00:00;2018;09;21;23:00:00
;IR;2019;03;22;01:00:00;2019;09;21;23:00:00
;IRL;1925;04;19;01:59:59;1925;10;4;02:59:59
;IRL;1926;04;18;01:59:59;1926;10;3;02:59:59
;IRL;1927;04;10;01:59:59;1927;10;2;02:59:59
;IRL;1928;04;22;01:59:59;1928;10;7;02:59:59
;IRL;1929;04;21;01:59:59;1929;10;6;02:59:59
;IRL;1930;04;13;01:59:59;1930;10;5;02:59:59
;IRL;1931;04;19;01:59:59;1931;10;4;02:59:59
;IRL;1932;04;17;01:59:59;1932;10;2;02:59:59
;IRL;1933;04;9;01:59:59;1933;10;8;02:59:59
;IRL;1934;04;22;01:59:59;1934;10;7;02:59:59
;IRL;1935;04;14;01:59:59;1935;10;6;02:59:59
;IRL;1936;04;19;01:59:59;1936;10;4;02:59:59
;IRL;1937;04;18;01:59:59;1937;10;3;02:59:59
;IRL;1938;04;10;01:59:59;1938;10;2;02:59:59
;IRL;1939;04;16;01:59:59;1939;11;19;02:59:59
;IRL;1940;02;25;01:59:59;1946;10;6;01:59:59
;IRL;1947;03;16;01:59:59;1947;11;2;01:59:59
;IRL;1948;04;18;01:59:59;1948;10;31;02:59:59
;IRL;1949;04;3;01:59:59;1949;10;30;02:59:59
;IRL;1950;04;16;01:59:59;1950;10;22;02:59:59
;IRL;1951;04;15;01:59:59;1951;10;21;02:59:59
;IRL;1952;04;20;01:59:59;1952;10;26;02:59:59
;IRL;1953;04;19;01:59:59;1953;10;4;02:59:59
;IRL;1954;04;11;01:59:59;1954;10;3;02:59:59
;IRL;1955;04;17;01:59:59;1955;10;2;02:59:59
;IRL;1956;04;22;01:59:59;1956;10;7;02:59:59
;IRL;1957;04;14;01:59:59;1957;10;6;02:59:59
;IRL;1958;04;20;01:59:59;1958;10;5;02:59:59
;IRL;1959;04;19;01:59:59;1959;10;4;02:59:59
;IRL;1972;03;19;01:59:59;1972;10;29;02:59:59
;IRL;1973;03;18;01:59:59;1973;10;28;02:59:59
;IRL;1974;03;17;01:59:59;1974;10;27;02:59:59
;IRL;1975;03;16;01:59:59;1975;10;26;02:59:59
;IRL;1976;03;21;01:59:59;1976;10;24;02:59:59
;IRL;1977;03;20;01:59:59;1977;10;23;02:59:59
;IRL;1978;03;19;01:59:59;1978;10;29;02:59:59
;IRL;1979;03;18;01:59:59;1979;10;28;02:59:59
;IRL;1980;03;16;01:59:59;1980;10;26;02:59:59
;IRL;1981;03;29;00:59:59;1981;10;25;01:59:59
;IRL;1982;03;28;00:59:59;1982;10;24;01:59:59
;IRL;1983;03;27;00:59:59;1983;10;23;01:59:59
;IRL;1984;03;25;00:59:59;1984;10;28;01:59:59
;IRL;1985;03;31;00:59:59;1985;10;27;01:59:59
;IRL;1986;03;30;00:59:59;1986;10;26;01:59:59
;IRL;1987;03;29;00:59:59;1987;10;25;01:59:59
;IRL;1988;03;27;00:59:59;1988;10;23;01:59:59
;IRL;1989;03;26;00:59:59;1989;10;29;01:59:59
;IRL;1990;03;25;00:59:59;1990;10;28;01:59:59
;IRL;1991;03;31;00:59:59;1991;10;27;01:59:59
;IRL;1992;03;29;00:59:59;1992;10;25;01:59:59
;IRL;1993;03;28;00:59:59;1993;10;24;01:59:59
;IRL;1994;03;27;00:59:59;1994;10;23;01:59:59
;IRL;1995;03;26;00:59:59;1995;10;22;01:59:59
;IRL;1996;03;31;00:59:59;1996;10;27;01:59:59
;IRL;1997;03;30;00:59:59;1997;10;26;01:59:59
;IRL;1998;03;29;00:59:59;1998;10;25;01:59:59
;IRL;1999;03;28;00:59:59;1999;10;31;01:59:59
;IRL;2000;03;26;00:59:59;2000;10;29;01:59:59
;IRL;2001;03;25;00:59:59;2001;10;28;01:59:59
;IRL;2002;03;31;00:59:59;2002;10;27;01:59:59
;IRL;2003;03;30;00:59:59;2003;10;26;01:59:59
;IRL;2004;03;28;00:59:59;2004;10;31;01:59:59
;IRL;2005;03;27;00:59:59;2005;10;30;01:59:59
;IRL;2006;03;26;00:59:59;2006;10;29;01:59:59
;IRL;2007;03;25;00:59:59;2007;10;28;01:59:59
;IRL;2008;03;30;00:59:59;2008;10;26;01:59:59
;IRL;2009;03;29;00:59:59;2009;10;25;01:59:59
;IRL;2010;03;28;00:59:59;2010;10;31;01:59:59
;IRL;2011;03;27;00:59:59;2011;10;30;01:59:59
;IRL;2012;03;25;00:59:59;2012;10;28;01:59:59
;IRL;2013;03;31;00:59:59;2013;10;27;01:59:59
;IRL;2014;03;30;00:59:59;2014;10;26;01:59:59
;IRL;2015;03;29;00:59:59;2015;10;25;01:59:59
;IRL;2016;03;27;00:59:59;2016;10;30;01:59:59
;IRL;2017;03;26;00:59:59;2017;10;29;01:59:59
;IRL;2018;03;25;00:59:59;2018;10;28;01:59:59
;IRL;2019;03;31;00:59:59;2019;10;27;01:59:59
;IRQ;1982;04;30;23:59:59;1982;09;30;23:59:59
;IRQ;1983;03;30;23:59:59;1983;09;30;23:59:59
;IRQ;1984;03;31;23:59:59;1984;09;30;23:59:59
;IRQ;1985;03;31;23:59:59;1985;09;29;01:59:59
;IRQ;1986;03;30;00:59:59;1986;09;28;01:59:59
;IRQ;1987;03;29;00:59:59;1987;09;27;01:59:59
